,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges
739,1,1,0,72,1,1,0,2,89.85
2456,0,0,1,47,1,1,0,2,24.55
170,0,0,0,43,1,0,1,1,84.25
540,1,0,1,72,1,1,1,2,113.1
883,1,0,0,67,1,1,1,1,111.25
5277,1,0,0,6,1,0,1,0,89.3
4722,1,0,0,60,1,0,0,1,70.15
3443,0,1,0,40,1,0,1,1,98.15
3800,1,0,1,66,1,1,1,2,90.95
674,0,1,0,52,0,0,0,0,49.15
3209,1,0,0,1,1,1,1,0,93.85
6507,1,0,1,58,1,1,1,0,93.4
2915,1,0,1,72,0,0,0,2,63.8
3286,0,1,0,35,1,1,1,0,95.45
1815,1,0,0,72,1,0,0,2,20.5
5389,1,0,0,51,1,0,1,0,69.15
6117,0,0,0,69,1,0,0,2,19.3
2100,0,0,0,69,1,1,1,1,99.5
4593,1,0,0,11,1,0,0,0,20.3
6979,0,0,1,1,0,0,0,0,24.2
5933,0,1,0,3,1,1,1,0,105.0
2101,1,0,0,37,1,1,1,1,99.2
5967,0,1,0,4,0,0,0,0,25.2
3922,0,1,0,67,1,1,1,0,94.65
1548,0,0,1,25,1,0,1,0,85.9
4216,0,0,0,72,1,1,0,2,92.0
3470,0,0,1,8,1,0,0,0,51.3
355,1,0,0,10,1,0,1,0,80.25
4559,0,0,0,6,1,0,0,0,20.15
3774,0,1,1,52,1,1,0,1,80.85
5363,0,0,1,70,1,1,0,2,25.35
2535,1,1,0,70,1,1,0,2,92.2
6234,0,0,0,58,1,1,0,2,25.3
3220,0,0,0,70,1,1,0,2,77.3
5018,1,0,1,72,1,0,0,2,19.7
2373,1,0,1,66,1,0,0,1,49.4
1051,1,0,1,16,0,0,0,0,35.5
3074,1,0,1,35,1,1,0,0,59.45
2321,1,1,0,65,1,1,1,0,95.45
6673,1,1,0,2,1,0,0,0,43.95
5058,1,0,0,30,1,0,0,0,48.8
1751,0,0,0,14,1,1,1,0,89.95
3941,0,0,1,7,1,0,0,0,20.25
1772,0,0,0,2,1,0,1,0,79.0
1196,0,0,0,66,1,1,0,2,85.25
1878,0,0,0,3,1,0,0,0,20.75
2668,0,0,1,1,1,0,0,0,19.75
7028,1,0,0,68,1,0,0,2,64.1
2016,1,0,0,10,1,1,1,0,86.45
2005,1,0,1,49,1,1,1,1,100.45
5712,1,0,0,23,1,0,0,0,20.3
1482,1,1,0,13,1,0,1,0,96.85
3237,0,0,1,65,1,0,0,2,19.85
328,1,1,1,28,0,0,0,0,35.9
648,1,1,0,2,1,1,1,0,89.5
2945,0,0,0,9,1,0,1,0,75.6
3418,0,0,0,54,1,1,1,0,109.55
1123,0,0,1,25,1,0,0,1,61.6
6541,1,0,1,19,1,0,0,2,20.5
2788,0,0,1,71,1,1,1,1,85.45
4113,0,0,0,36,1,0,0,1,20.35
6103,0,0,0,16,1,0,0,0,19.75
3971,1,0,0,25,1,1,0,2,24.75
3915,1,0,0,59,1,0,1,1,81.25
5897,0,0,1,71,1,1,0,2,23.9
1259,1,1,0,46,1,0,1,1,95.25
5157,1,0,1,16,1,0,0,2,68.25
5888,1,0,1,49,1,1,1,0,95.6
7038,0,0,1,24,1,1,0,1,84.8
1519,1,0,0,2,0,0,0,0,42.6
1378,1,0,1,58,1,1,0,0,66.8
5140,0,0,0,1,1,0,1,0,89.25
1023,1,1,0,45,1,0,1,0,86.1
6434,0,0,0,1,1,0,0,0,50.5
2918,0,1,0,8,0,0,0,0,43.35
4814,1,0,0,22,1,1,1,0,90.0
5009,0,0,0,66,1,1,1,1,115.8
5286,0,0,0,8,1,0,1,0,74.5
912,0,0,1,72,1,1,1,1,106.1
2857,1,0,1,47,1,0,0,2,63.8
6195,0,0,0,4,1,1,1,0,72.2
1675,1,0,0,29,1,0,1,0,78.9
1746,1,0,0,72,1,1,1,2,116.45
3026,1,0,0,16,1,1,1,0,84.95
532,0,0,0,2,1,0,1,0,79.95
1736,1,0,0,1,1,0,0,0,19.5
1629,0,0,0,68,1,0,0,2,70.95
5065,0,1,0,33,1,1,0,1,24.9
430,1,0,1,61,1,0,0,0,19.4
1808,1,0,0,23,1,1,1,0,79.15
4477,0,0,1,19,1,0,0,1,48.95
4860,0,0,1,13,0,0,0,2,40.55
4393,1,0,0,21,1,1,1,0,86.5
4577,1,1,0,62,1,1,1,1,104.85
234,1,0,0,29,1,1,0,0,25.15
5654,0,1,0,70,1,0,1,2,105.35
2222,0,0,1,38,1,1,1,0,101.15
4292,1,1,0,31,1,1,1,0,73.9
6237,0,0,0,1,1,0,1,0,69.95
6896,1,0,0,1,1,0,0,0,43.95
5132,0,0,1,71,1,1,0,1,66.2
6282,0,0,1,4,1,0,0,2,19.55
1948,1,0,0,2,1,0,1,0,80.75
5384,1,0,0,4,1,1,0,0,64.4
6250,1,0,0,69,1,1,1,2,99.15
6596,0,0,0,64,1,1,0,1,81.25
6447,0,0,0,60,1,0,0,1,79.0
1995,1,1,0,1,1,0,1,0,69.95
2671,0,0,0,63,1,1,1,0,105.4
5861,0,0,0,35,1,0,0,2,19.25
2224,0,1,0,17,1,0,1,0,76.45
1106,1,0,0,63,1,1,1,2,97.45
5805,0,1,0,19,1,0,0,0,66.4
818,0,0,0,21,1,1,1,0,111.2
5945,1,1,1,57,1,0,1,0,95.3
4104,0,0,0,8,1,0,0,0,49.55
5639,0,0,0,6,1,0,0,0,20.65
5117,1,0,0,66,0,0,0,2,61.35
1697,1,0,1,63,1,0,0,2,75.55
3558,0,0,1,28,1,1,1,1,92.2
136,1,0,0,23,1,0,1,0,75.0
1642,1,0,0,29,1,0,0,0,19.85
5418,0,1,0,18,1,1,1,0,80.55
4075,0,0,0,53,0,0,0,0,46.3
6636,1,0,1,10,1,1,0,1,70.3
1180,0,0,0,39,1,0,0,2,49.8
4416,1,0,0,17,1,1,0,0,75.4
888,0,0,1,37,1,0,1,1,91.2
2987,1,0,1,33,1,0,0,2,20.1
6801,1,0,1,19,1,1,1,1,89.35
2437,1,0,0,7,1,0,0,0,61.4
3580,1,0,1,9,1,0,0,0,72.9
4043,0,1,0,59,0,0,0,2,64.05
817,1,0,1,55,1,0,1,1,103.7
1111,1,0,0,4,1,0,1,0,94.4
4863,0,0,1,57,1,0,0,2,20.75
2341,1,0,0,68,1,1,1,2,114.9
3167,1,0,0,64,1,0,0,2,74.35
7039,1,0,1,72,1,1,1,1,103.2
5937,1,1,0,8,1,1,1,0,84.0
4620,0,0,0,72,1,1,1,2,115.8
3065,0,0,0,1,1,0,0,0,45.8
1264,0,0,1,69,1,0,1,2,95.2
990,1,0,0,56,1,0,1,2,80.3
1464,0,0,0,9,1,0,0,0,64.95
1739,0,0,0,1,1,0,1,0,69.9
6245,1,0,0,59,1,1,0,1,80.1
4986,1,0,0,12,1,1,1,0,79.55
353,0,0,1,4,1,1,1,0,84.8
5368,1,1,0,3,1,0,1,0,70.3
5485,0,0,0,1,1,0,0,0,50.75
3442,0,0,0,29,1,0,1,0,98.8
4943,1,0,0,71,1,0,0,2,84.4
1489,1,0,1,23,1,0,0,1,57.75
5633,0,0,1,6,1,1,0,0,26.35
6011,1,0,1,37,1,0,0,0,19.35
3130,0,0,0,24,1,0,0,1,74.4
1228,1,0,0,49,1,1,1,0,100.85
4190,1,0,0,11,1,1,1,0,96.2
6264,0,0,0,44,1,0,1,2,100.1
3764,1,0,0,11,1,1,0,1,25.2
6665,0,0,1,43,0,0,0,0,29.3
4012,1,0,0,1,1,0,0,0,50.55
6588,1,0,1,23,1,1,0,2,23.85
52,1,1,0,25,1,1,0,0,69.5
4217,0,1,0,14,1,1,1,0,75.1
4563,1,0,0,10,1,1,1,0,80.05
4932,0,0,1,27,1,0,1,1,80.65
3085,0,0,0,3,1,1,1,0,105.35
159,0,0,0,10,1,1,0,2,25.7
4338,0,1,0,5,0,0,0,0,45.4
1587,0,0,1,48,1,1,0,2,26.3
1589,1,1,0,7,1,0,0,0,64.95
1479,1,0,0,44,0,0,0,1,49.05
5432,1,0,0,2,1,0,0,0,76.4
3145,1,0,0,4,1,0,1,0,76.65
1469,0,0,0,37,1,1,1,0,98.8
4629,1,0,0,13,1,0,0,0,19.3
3094,1,0,0,39,1,0,0,1,58.6
3891,0,0,0,42,1,1,0,1,56.1
3534,1,0,1,46,1,0,1,1,105.2
2078,0,0,1,16,1,0,0,1,55.85
6895,0,0,1,54,0,0,0,2,46.0
4423,0,0,0,33,1,0,0,0,66.4
4309,1,0,0,22,0,0,0,0,50.6
6939,0,0,0,35,1,0,1,1,89.2
3630,1,0,0,4,1,0,0,0,20.95
2828,0,0,0,1,1,0,0,2,20.45
436,0,0,0,36,1,0,0,1,20.85
5914,0,0,1,25,1,0,0,0,54.3
6818,1,0,0,3,1,0,0,2,71.1
2960,0,0,0,22,1,1,1,0,100.75
4692,1,0,1,16,1,0,1,0,100.7
1588,1,1,0,50,1,1,1,1,106.8
4591,1,0,0,10,1,0,0,0,21.2
2780,1,0,0,25,1,0,0,1,74.3
5439,0,1,0,32,1,1,1,0,96.15
1590,1,0,1,63,1,0,0,2,19.35
4340,0,0,1,5,1,0,0,0,48.65
973,0,1,0,44,0,0,0,0,30.35
1238,1,1,0,16,1,1,1,0,96.15
2951,0,0,0,20,1,0,0,1,64.15
2342,1,0,0,30,1,1,1,0,106.4
5095,1,0,0,55,1,0,0,1,45.05
4210,1,1,1,61,1,1,0,1,65.2
4520,0,0,1,1,1,0,0,0,19.95
6014,1,0,0,54,1,0,1,1,94.1
2231,0,0,0,10,1,0,1,0,70.0
5270,0,0,1,40,1,0,0,0,55.25
1497,1,0,1,51,1,0,1,0,79.15
449,0,0,1,72,1,0,1,2,105.5
2369,0,0,0,64,1,1,1,2,99.25
6817,0,0,0,72,1,1,0,2,25.85
3429,1,0,1,53,1,0,0,1,19.55
4369,0,0,0,3,0,0,0,0,24.75
2422,0,1,0,1,1,0,1,0,70.05
6378,0,0,1,13,1,0,1,0,84.05
5683,1,0,0,39,0,0,0,0,50.75
6304,1,0,0,9,1,0,1,0,77.65
1551,0,0,0,22,1,1,0,2,25.25
6244,0,1,0,54,1,1,1,0,99.05
1146,0,0,0,29,0,0,0,1,35.6
4610,0,0,0,72,1,1,1,1,117.8
2092,0,0,0,72,1,1,0,2,79.55
1313,0,0,0,47,1,1,1,0,109.55
2015,1,0,1,28,1,1,0,0,49.9
187,0,0,0,3,0,0,0,0,30.4
3816,0,1,1,50,1,1,0,2,75.15
3426,0,0,0,1,1,0,1,0,69.8
6066,0,0,0,2,1,0,1,0,94.95
1381,0,0,0,2,1,0,1,0,70.7
5697,1,0,0,70,1,1,1,1,109.5
413,0,0,0,51,1,1,1,0,87.35
6380,0,1,0,65,1,1,1,0,104.35
3455,0,0,0,1,1,0,1,0,90.55
941,1,0,1,13,0,0,0,0,30.15
801,1,0,0,10,1,1,1,0,98.5
3336,1,0,1,55,1,0,0,2,20.3
6597,1,0,0,7,1,0,0,0,70.75
2750,0,0,0,3,1,0,0,1,19.45
5292,0,0,0,46,0,0,0,1,33.7
4318,0,0,0,56,1,0,0,1,75.75
256,1,0,1,61,1,1,1,2,115.1
4035,0,0,1,52,1,1,1,0,93.25
6907,1,0,0,41,1,0,1,0,70.25
3199,1,0,0,68,1,1,0,2,25.5
2235,1,0,1,41,1,1,0,1,78.35
647,0,0,1,50,1,1,0,1,69.65
1767,1,0,0,71,1,1,1,2,115.15
4825,0,0,0,22,1,1,1,0,83.05
5918,0,0,1,59,1,0,0,2,19.5
5025,0,0,1,6,1,0,1,0,69.8
5947,1,0,1,33,1,1,0,2,24.5
5670,1,0,1,17,1,1,0,0,24.1
24,0,0,1,49,1,0,0,0,59.6
5566,0,0,0,72,1,1,0,2,82.15
1088,0,1,0,17,1,1,1,0,100.45
5169,0,0,1,15,1,0,0,1,64.85
2694,0,0,1,8,1,0,0,0,19.65
4630,0,0,0,22,1,1,0,0,65.05
4438,0,0,1,51,1,1,0,2,24.95
112,1,0,0,43,1,0,1,0,91.65
2841,0,0,0,3,0,0,0,0,25.1
2311,1,1,1,48,1,0,1,0,104.5
3441,1,0,1,34,1,0,0,1,60.8
3875,0,1,1,41,1,1,1,1,111.95
6689,1,0,1,67,1,1,1,1,112.35
6475,1,0,1,19,1,1,0,0,75.9
56,1,0,1,63,1,1,1,1,99.65
1309,1,0,0,18,1,1,1,0,85.2
695,1,0,0,1,1,0,0,0,20.65
5125,1,0,0,11,1,1,1,0,94.0
1227,0,0,0,30,1,1,1,1,90.4
1999,0,0,0,23,1,1,1,0,74.95
276,1,0,0,52,1,1,1,0,105.05
4694,0,0,1,13,1,0,0,0,19.85
4060,0,0,1,54,1,1,0,2,63.35
1833,0,0,0,1,1,0,0,0,47.95
6194,1,0,1,68,1,1,1,1,83.65
682,0,0,0,3,1,0,0,0,64.4
4228,0,0,1,1,1,0,1,0,68.5
6632,1,0,0,34,1,1,0,0,62.65
5093,0,0,0,49,1,1,0,2,66.15
4011,1,0,1,23,1,0,0,2,19.65
1137,0,0,1,71,1,0,0,2,19.8
2767,1,0,1,46,1,1,1,0,84.8
4712,0,0,1,50,1,1,1,1,108.25
6064,0,0,0,1,0,0,0,0,45.3
942,0,0,0,24,1,0,1,0,79.85
1036,0,0,1,68,1,1,1,2,114.7
5532,1,0,0,31,1,0,0,2,20.9
5674,1,0,1,64,0,0,0,2,49.85
1346,1,0,1,14,1,1,1,0,87.25
3575,0,0,0,59,0,0,0,0,51.7
4103,0,0,1,72,1,1,1,2,90.8
2784,1,0,1,4,1,0,1,0,98.1
4323,1,0,0,32,1,1,1,1,84.05
2384,0,1,0,48,1,1,1,0,91.05
2988,0,0,0,72,1,1,1,2,109.65
115,0,0,1,3,1,0,1,0,89.85
4906,1,0,1,72,1,1,1,2,95.9
3400,0,0,0,18,1,1,1,0,84.3
7007,0,1,0,72,0,0,0,2,63.1
3119,1,1,0,32,1,1,1,0,85.95
6953,1,1,0,13,1,1,1,0,82.0
4989,1,0,1,7,0,0,0,0,29.8
6893,1,0,1,6,1,0,0,0,55.9
2819,1,0,0,4,1,0,0,0,55.2
6021,1,0,1,13,1,0,0,0,20.45
4855,0,0,0,64,1,0,1,2,104.05
5862,1,0,0,17,1,0,1,0,70.5
5790,1,0,1,40,0,0,0,0,50.85
81,1,0,1,11,0,0,0,0,50.55
3021,0,0,0,5,1,0,0,0,19.95
1972,1,0,1,23,1,1,1,0,85.6
1714,0,0,0,68,1,1,0,1,76.75
3536,1,0,0,1,1,1,1,0,79.15
4516,0,0,1,72,1,1,0,2,87.55
5296,1,0,0,57,0,0,0,1,41.1
3908,1,1,0,60,1,1,1,2,116.05
6134,0,1,0,6,1,0,0,0,44.7
1946,0,0,1,55,1,1,1,0,90.4
4336,1,1,0,72,1,1,1,2,110.1
4110,0,0,0,70,1,0,0,2,67.95
4938,0,0,1,17,1,0,1,0,89.4
3488,0,0,0,9,1,1,0,0,59.9
1610,0,0,1,51,1,0,0,2,60.5
6938,1,0,1,67,1,1,0,2,69.9
1251,1,0,0,1,1,0,1,0,75.8
4898,1,0,0,3,0,0,0,0,25.25
3070,1,0,0,6,0,0,0,0,50.95
5302,1,0,1,10,1,0,0,0,65.5
6879,1,0,0,21,1,0,1,0,86.05
6599,1,0,0,13,1,1,1,0,94.1
5426,0,0,0,51,1,1,0,2,75.2
5464,0,0,0,25,1,0,0,2,20.75
3375,1,0,1,71,1,0,0,2,19.9
665,1,0,0,3,1,0,1,0,74.75
2194,0,0,0,1,1,0,1,0,79.5
4604,0,1,0,65,1,0,1,0,99.1
5992,0,0,1,65,1,1,0,1,72.45
1017,1,0,0,64,1,1,0,1,24.4
557,0,0,0,38,1,0,0,1,70.6
6127,1,0,0,56,1,1,1,1,109.8
6778,1,0,1,72,1,0,0,2,19.75
1207,1,0,1,9,1,0,0,0,69.4
4003,1,0,0,38,1,0,0,2,20.3
4209,0,0,1,44,1,0,0,0,54.9
1510,0,0,0,71,1,1,0,2,80.4
3718,1,0,0,57,1,1,1,0,99.65
6030,1,0,0,43,0,0,0,0,49.05
3211,1,0,0,17,1,0,0,1,20.05
6831,0,0,0,7,1,1,1,0,86.8
5246,1,0,0,2,1,0,1,0,79.75
266,0,0,0,50,1,1,0,2,24.9
3761,1,0,0,72,1,1,0,2,82.65
1140,1,0,1,13,1,1,0,2,88.95
3162,0,0,0,19,1,1,0,0,69.6
2111,0,0,1,30,1,0,0,2,21.25
4991,1,0,0,58,1,0,1,1,106.45
1909,0,0,1,7,1,0,0,1,20.65
6525,0,0,1,55,1,0,0,2,20.5
6008,0,0,1,15,1,0,0,1,19.5
656,0,0,1,68,1,1,0,2,88.85
6745,1,0,0,54,1,1,1,0,100.1
6693,1,0,0,25,0,0,0,0,48.25
4509,1,0,0,1,1,0,1,0,84.3
998,0,0,0,72,1,0,0,2,20.7
5659,0,0,0,63,1,1,0,2,71.9
2834,0,0,1,42,1,0,0,1,20.25
2809,0,1,0,37,0,0,0,0,36.65
1784,1,0,0,4,1,0,0,0,20.35
1237,0,0,0,13,1,0,0,1,19.45
5865,1,0,0,3,1,0,0,0,20.85
5375,1,0,0,1,1,0,0,0,50.8
4379,1,0,0,68,1,1,1,2,89.95
5269,0,0,0,10,1,0,0,0,59.65
6217,0,0,1,62,1,0,1,1,81.45
6951,0,0,0,49,1,0,0,2,19.9
2186,0,0,1,46,1,0,0,2,19.95
2913,0,0,0,52,0,0,0,2,63.9
1134,1,0,1,26,1,0,1,0,81.95
908,1,0,1,8,1,0,0,0,19.95
4638,1,0,0,2,1,1,1,0,75.55
1303,1,0,1,69,1,0,0,2,19.7
6570,1,0,0,4,0,0,0,0,29.15
1627,0,0,0,11,1,0,1,0,75.9
4529,0,1,0,9,1,0,0,0,49.2
1522,1,0,0,29,1,0,0,0,68.85
835,0,1,1,60,1,1,1,0,93.25
358,0,1,0,27,0,0,0,0,30.75
138,0,0,1,57,1,0,0,2,19.6
299,1,0,1,1,1,0,1,0,73.6
1556,1,0,0,1,1,0,1,0,91.7
1003,1,0,0,37,1,0,0,2,19.85
382,0,1,1,72,0,0,0,2,64.8
4856,1,0,1,31,1,1,1,0,91.15
5106,1,0,0,52,1,0,0,0,59.45
4861,1,1,0,48,1,0,0,1,58.95
761,1,0,0,22,1,0,1,0,89.25
3686,1,0,0,13,1,1,1,0,75.0
5602,0,0,0,6,1,0,0,2,80.25
5164,1,0,0,7,1,1,0,0,53.65
5769,1,0,1,71,1,1,1,2,109.0
6781,0,0,1,3,1,0,1,0,69.65
4870,0,0,1,48,1,1,0,1,64.4
5692,0,0,1,9,1,0,0,0,54.8
4839,0,1,0,7,1,1,1,0,73.75
1402,1,0,1,18,0,0,0,0,35.0
4053,0,1,0,11,1,1,0,0,60.25
6046,1,0,0,9,1,0,1,0,85.3
2721,0,1,0,10,1,0,1,0,79.25
1932,0,0,0,1,1,0,0,0,20.2
5583,1,1,0,26,1,0,1,0,84.95
3560,0,0,0,7,1,0,0,0,43.9
6329,1,0,0,46,1,0,1,2,104.4
6364,0,0,1,27,1,1,0,2,25.85
6495,0,0,0,1,1,0,1,0,69.65
5607,1,1,0,40,0,0,0,0,55.8
3055,0,0,1,49,1,1,1,0,75.2
6016,0,0,0,68,1,1,1,1,108.45
3949,1,0,1,18,1,1,0,0,57.65
4908,1,1,0,28,1,1,1,0,106.15
2685,1,0,0,72,1,1,1,2,100.65
7012,1,0,0,62,1,1,0,2,84.95
58,1,0,1,34,1,1,0,2,24.95
76,1,0,0,46,1,0,0,1,55.65
796,0,0,0,31,1,1,1,1,81.7
2416,0,0,0,27,1,1,1,1,100.5
2248,0,0,1,30,1,1,0,0,54.45
5146,0,0,1,11,1,1,1,0,86.2
785,1,1,0,46,1,1,1,1,110.0
4046,1,0,0,44,1,1,0,0,50.15
6855,1,0,0,42,1,0,0,1,67.7
3158,0,0,0,18,1,0,0,0,49.55
3106,1,0,0,50,1,0,0,2,19.4
123,1,0,1,7,1,0,0,0,50.7
2217,1,0,1,66,1,1,0,2,89.9
5176,1,0,1,26,0,0,0,0,45.8
3682,0,0,0,1,1,0,1,0,69.1
5080,0,0,0,67,1,1,1,2,93.15
3838,1,0,0,26,1,1,1,0,100.5
6871,1,0,0,52,1,1,1,0,94.6
6044,1,0,1,12,1,1,1,0,76.6
910,0,1,0,10,1,0,1,0,72.85
2172,1,0,0,1,1,0,0,0,43.95
1850,1,1,0,47,1,1,0,0,67.45
2309,0,0,0,57,1,1,1,2,90.45
6590,1,0,0,1,1,0,1,0,70.85
3634,0,1,0,72,1,1,1,2,113.8
1257,1,1,0,45,0,0,0,1,34.2
2495,1,0,0,38,1,0,0,1,20.25
5307,0,0,1,1,1,0,1,0,90.1
4511,0,0,1,17,1,0,0,1,80.85
3501,1,0,1,59,1,1,0,2,76.45
1178,0,0,0,15,1,0,1,0,101.35
5747,0,0,0,32,1,1,0,1,72.8
6794,0,0,0,43,1,0,0,2,19.55
3650,0,1,0,71,1,1,0,2,24.65
442,1,0,0,54,1,1,1,1,114.65
5395,1,0,0,5,1,0,1,0,81.0
1399,1,0,1,14,1,0,0,1,19.55
2973,1,0,1,62,1,0,1,0,100.15
2884,1,1,1,72,1,1,0,2,90.15
1457,0,0,0,42,1,1,1,1,108.3
4322,1,0,0,2,1,0,1,0,70.15
6707,1,1,0,72,1,1,0,2,25.7
3459,1,0,1,30,1,1,0,2,25.1
1054,0,0,0,40,1,1,1,0,97.1
3733,1,0,1,25,0,0,0,2,35.05
4163,0,0,0,65,1,1,0,1,67.05
3275,1,0,0,14,1,0,0,2,20.4
5396,1,0,1,35,1,0,0,1,20.1
3699,1,0,0,30,1,0,0,1,70.25
929,1,0,1,30,1,0,1,1,86.45
1415,0,0,0,64,1,0,1,1,100.3
2372,0,0,1,71,1,1,0,2,90.3
4974,0,0,0,3,0,0,0,0,36.85
1829,0,0,0,8,1,1,1,0,74.85
6838,0,0,0,13,1,1,1,0,99.0
3898,1,0,0,48,1,1,0,1,25.05
4568,0,0,0,26,1,0,1,1,85.2
4937,1,0,0,36,1,0,0,1,76.35
6456,1,0,1,50,1,0,1,2,70.35
1502,0,0,0,49,1,1,0,1,55.35
5669,0,1,0,43,1,0,1,1,100.55
1450,0,0,1,8,1,0,0,0,19.35
4668,1,0,1,2,1,0,0,0,61.2
2011,0,0,1,53,1,1,0,0,85.7
5335,1,0,0,64,1,0,1,1,96.9
3515,0,0,0,17,1,0,0,0,55.5
4781,0,0,0,53,1,0,0,2,19.5
5953,0,0,0,1,1,0,0,0,50.7
6892,1,0,1,48,1,0,1,1,99.7
3989,1,0,1,8,0,0,0,0,38.5
3264,1,0,1,10,1,0,1,0,91.1
5677,0,0,0,40,1,0,1,1,80.8
5318,1,0,1,32,1,0,0,2,73.6
5153,0,1,0,41,1,0,1,0,94.55
4671,1,0,0,25,1,1,1,0,100.25
6,0,0,1,22,1,1,1,0,89.1
2980,1,0,0,72,1,1,0,2,25.45
3739,0,0,0,24,1,1,0,1,24.6
2487,0,0,0,24,1,0,0,0,60.45
3361,1,1,0,64,1,1,0,0,74.65
678,0,0,0,3,1,1,1,0,107.95
1943,0,0,0,1,1,1,0,0,49.8
6037,0,1,0,63,1,1,1,0,109.4
6480,1,0,1,13,1,0,0,0,53.45
5954,0,0,0,20,0,0,0,0,55.0
5403,1,0,1,54,1,1,0,0,86.2
6045,1,0,1,38,1,0,0,1,19.6
2607,0,1,0,1,1,0,1,0,69.75
6416,0,0,0,67,0,0,0,2,43.9
4502,0,0,0,55,1,1,1,0,96.8
6476,0,0,1,53,1,1,0,1,64.15
4080,1,0,1,29,1,1,0,2,26.1
1064,1,0,0,14,1,0,0,1,55.7
2894,1,0,0,48,1,0,0,1,60.35
4467,1,0,0,48,1,1,0,1,69.55
4607,0,0,1,1,1,0,0,0,59.55
2242,0,0,1,44,1,1,0,1,24.85
1474,0,0,1,45,1,1,1,0,95.95
6926,1,0,0,56,1,0,1,0,73.85
1889,0,0,0,14,0,0,0,0,31.1
3435,0,0,0,2,1,0,1,0,71.3
4367,0,1,0,36,1,0,0,1,54.1
1053,1,0,0,5,0,0,0,0,39.5
3705,1,0,1,69,1,1,0,2,61.4
2021,0,0,1,62,1,0,1,2,108.15
6706,1,0,0,1,1,0,0,0,19.9
5015,1,0,0,34,1,1,0,0,65.0
5962,0,0,0,16,1,0,1,0,80.75
2658,1,0,1,14,1,0,0,2,18.8
2467,0,0,1,49,1,1,1,1,97.95
5380,0,0,0,2,1,0,1,0,80.25
1130,0,0,1,26,1,0,0,2,19.15
1461,0,0,0,22,1,1,1,0,95.9
5482,0,0,1,33,1,0,0,1,73.9
6372,0,0,1,4,1,0,0,2,19.5
3365,0,0,0,19,1,0,0,2,19.65
6995,0,0,1,57,1,1,0,2,89.55
4302,0,0,0,51,1,0,1,1,86.35
3350,0,0,0,1,1,0,0,0,44.15
2968,0,0,0,3,1,0,1,0,90.4
222,0,0,1,1,1,0,0,1,20.2
6523,1,0,0,15,0,0,0,1,45.9
48,0,0,0,52,1,1,0,2,79.75
573,0,0,0,56,1,1,1,1,100.3
1236,0,0,0,3,1,1,1,0,76.95
5356,1,0,0,26,0,0,0,1,35.4
3033,1,0,0,68,1,1,1,2,110.8
6823,1,0,0,4,1,0,0,0,50.55
3382,0,0,1,72,1,1,0,2,25.55
6323,1,0,0,40,1,1,1,1,105.95
2282,0,1,1,66,1,1,1,0,99.5
4767,0,0,1,1,1,0,0,1,19.85
267,1,1,0,19,1,0,1,0,105.0
1104,0,0,0,42,1,0,0,1,19.55
2305,0,0,1,34,1,1,1,0,97.7
5538,1,0,0,1,1,0,1,0,81.1
6182,0,0,1,72,1,1,0,2,88.7
1935,1,0,0,51,1,0,0,1,19.85
386,1,1,0,55,1,1,1,0,85.45
1701,1,0,1,66,1,1,1,1,102.45
1628,1,1,0,30,1,1,1,0,90.05
3585,0,1,0,34,1,0,1,1,90.15
5483,1,0,0,55,1,1,1,0,77.75
2714,1,0,0,54,1,1,1,2,95.1
4128,0,0,0,57,0,0,0,0,39.3
5003,0,0,1,11,1,1,1,0,74.35
6158,0,0,0,2,1,0,0,0,19.65
1563,0,1,0,4,1,0,1,0,69.35
3622,1,0,1,72,1,1,0,2,90.95
5998,0,0,0,48,1,0,0,2,20.05
2760,0,0,0,26,1,0,0,1,20.65
3189,1,0,1,15,1,0,0,0,19.8
4515,1,0,0,15,1,0,1,0,83.2
209,0,0,0,64,1,0,1,1,102.45
909,1,0,0,71,1,1,1,2,111.25
1289,0,0,0,63,1,1,0,1,68.8
6761,0,0,0,1,1,0,0,0,19.9
1866,1,0,1,64,1,1,1,1,104.4
1842,0,0,0,45,1,0,0,0,75.95
2497,1,0,0,4,1,0,0,0,19.6
5956,1,0,0,31,1,1,1,0,89.9
104,0,0,0,68,1,1,1,2,110.0
958,0,0,0,25,1,1,0,0,81.75
1793,0,0,1,72,1,1,0,2,24.75
2088,1,0,0,36,1,1,0,1,55.8
2702,0,0,0,1,1,0,0,0,44.0
3826,0,0,1,0,1,1,0,2,25.35
5789,1,0,0,25,1,0,0,2,19.8
331,1,0,0,8,1,0,0,1,19.2
5452,1,0,1,37,1,0,0,1,75.1
4618,0,1,0,4,1,0,1,0,94.75
5103,1,0,1,28,1,0,1,1,82.85
5338,1,0,0,37,0,0,0,2,45.4
2459,0,0,0,8,1,0,0,0,20.45
1774,0,0,1,1,1,0,0,0,48.75
6929,1,0,1,25,1,0,0,0,20.05
4947,0,0,0,26,1,1,1,0,98.35
4368,1,1,0,9,1,0,1,0,80.85
4594,1,0,1,21,1,0,1,0,102.8
2686,0,1,0,19,1,1,1,0,79.85
5939,0,0,0,18,0,0,0,0,33.6
5715,0,0,0,32,1,1,1,0,108.15
5013,0,1,0,23,0,0,0,0,34.65
4816,1,0,1,55,1,1,0,1,75.0
